run_dir,alpha,c_upd,roles,notes,seed,eval_return_end_mean,I_R_short,learned_0p5,eval_dbar_post,eval_occupied_post_mean,eval_CSR_mean,mean_update_fraction,final_VarTD,wall_seconds
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed34,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,34,-46.062859,-3.8063545599296655,0,1.997356,0.04,0.0,0.0,0.169821,20.68
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed35,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,35,-39.52478,-2.4830622451939157,0,1.573191,0.01,0.0,0.0,0.134089,17.74
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed36,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,36,-48.696552,-4.339408031182205,0,2.191283,0.06,0.0,0.0,0.167604,20.67
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed37,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,37,-37.935829,-2.1614621778359524,0,1.482905,0.05,0.0,0.0,0.199721,17.67
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed38,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,38,-48.859032,-4.3722936135219514,0,2.236364,0.02,0.0,0.0,0.155888,20.66
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed39,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,39,-41.403404,-2.8632914687132605,0,1.83769,0.05,0.0,0.0,0.144562,18.06
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed40,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,40,-47.791695,-4.1562670330335365,0,2.034608,0.01,0.0,0.0,0.15311,20.59
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed41,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,41,-52.002693,-5.008563447739999,0,2.090013,0.09,0.0,0.0,0.177212,18.13
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed42,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,42,-32.929668,-1.1482265810146488,0,1.301915,0.12,0.0,0.0,0.188973,20.77
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed43,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,43,-45.941101,-3.781711017742795,0,1.901342,0.06,0.0,0.0,0.196734,20.63
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed44,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,44,-24.116262,0.635586741896552,1,0.587377,0.27,0.01,0.0,0.176125,17.79
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed45,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,45,-55.764484,-5.769941387642854,0,2.620531,0.05,0.0,0.0,0.159497,20.53
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed46,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,46,-48.82795,-4.3660026874369935,0,2.170199,0.03,0.0,0.0,0.149333,17.61
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed47,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,47,-48.206333,-4.240188820885505,0,2.149366,0.04,0.0,0.0,0.189548,20.7
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed48,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,48,-33.90836,-1.3463116151803973,0,1.181868,0.1,0.0,0.0,0.187309,17.54
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed49,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,49,-31.333796,-0.8252257190027384,0,0.944922,0.15,0.0,0.0,0.183311,20.95
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed50,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,50,-45.43737,-3.6797570093874112,0,2.003045,0.06,0.0,0.0,0.171124,18.09
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed51,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,51,-58.260506,-6.275130561712385,0,2.756351,0.04,0.0,0.0,0.192866,20.21
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed52,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,52,-32.18895,-0.9983069430313153,0,1.018505,0.11,0.0,0.0,0.169527,17.8
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed53,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,53,-42.496536,-3.0845388985151514,0,1.63671,0.09,0.0,0.0,0.131115,20.94
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed54,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,54,-40.854145,-2.7521226967391925,0,1.738216,0.07,0.0,0.0,0.159803,20.49
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed55,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,55,-33.998787,-1.364613834248813,0,1.248932,0.14,0.0,0.0,0.215461,17.72
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed56,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,56,-51.697968,-4.9468878010236095,0,2.368411,0.05,0.0,0.0,0.176114,20.67
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed57,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,57,-30.175451,-0.5907793263677485,0,0.97155,0.13,0.0,0.0,0.143594,17.9
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed58,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,58,-38.305313,-2.2362448988183425,0,1.522644,0.05,0.0,0.0,0.175874,20.62
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed59,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,59,-34.526134,-1.4713476672751424,0,1.219258,0.11,0.0,0.0,0.219154,17.57
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed60,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,60,-49.602921,-4.522855054690904,0,2.066565,0.03,0.0,0.0,0.187593,20.56
runs/stageB_completion_bridge_32seed/a0p0_c1p05_seed61,0.0,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,61,-34.865734,-1.5400819346469907,0,1.297794,0.1,0.0,0.0,0.147507,17.66
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed30,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,30,-22.44729,0.97338287759775,1,0.472005,0.39,0.01,0.216,1.19644,18.01
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed31,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,31,-23.827431,0.6940454791735776,1,0.484566,0.47,0.01,0.224,1.400312,20.52
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed32,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,32,-24.06229,0.646510551904188,1,0.523009,0.39,0.0,0.224,1.175197,17.99
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed33,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,33,-23.983618,0.6624335857165498,1,0.505453,0.38,0.0,0.232,1.63266,20.21
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed34,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,34,-24.414526,0.5752187868806607,1,0.505462,0.35,0.0,0.224,1.391794,18.0
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed35,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,35,-23.599474,0.7401834573457926,1,0.511471,0.43,0.0,0.216,1.263826,20.48
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed36,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,36,-24.464796,0.5650442532505582,1,0.493739,0.38,0.0,0.224,1.532908,20.11
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed37,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,37,-23.368799,0.7868715525342526,1,0.47782,0.42,0.0,0.224,1.366701,17.77
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed38,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,38,-22.122602,1.0390989900960723,1,0.479477,0.34,0.0,0.216,1.244755,20.56
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed39,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,39,-23.214003,0.8182019107559614,1,0.505131,0.38,0.01,0.216,1.263741,17.83
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed40,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,40,-24.135256,0.631742399510036,1,0.509763,0.41,0.0,0.216,1.174756,20.81
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed41,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,41,-24.229853,0.6125961819288385,1,0.46312,0.47,0.01,0.208,1.202879,20.64
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed42,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,42,-22.976954,0.8661800890428554,1,0.485619,0.44,0.02,0.224,1.285127,17.76
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed43,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,43,-23.584751,0.7431633590493135,1,0.489727,0.37,0.0,0.216,1.188577,20.76
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed44,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,44,-23.933969,0.6724824303594966,1,0.5474,0.31,0.0,0.224,1.312025,17.85
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed45,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,45,-23.7693,0.7058110613190218,1,0.456749,0.51,0.02,0.224,1.215753,21.02
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed46,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,46,-25.411591,0.3734150993155513,0,0.535917,0.22,0.0,0.232,1.484179,18.56
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed47,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,47,-22.968775,0.8678355000347112,1,0.471594,0.42,0.01,0.208,1.087057,20.17
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed48,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,48,-23.820055,0.6955383647923491,1,0.540763,0.31,0.0,0.208,1.022778,17.74
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed49,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,49,-23.585306,0.7430510283120012,1,0.469252,0.44,0.02,0.224,1.475753,21.04
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed50,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,50,-23.852097,0.6890531368914988,1,0.498847,0.43,0.01,0.224,1.343622,20.36
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed51,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,51,-23.297543,0.8012936048188469,1,0.494054,0.44,0.0,0.208,1.093726,17.79
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed52,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,52,-22.470249,0.9687360282320543,1,0.490859,0.36,0.0,0.224,1.467101,20.59
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed53,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,53,-22.98646,0.864256096270073,1,0.489594,0.41,0.0,0.224,1.4836,18.01
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed54,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,54,-23.805807,0.6984221275765481,1,0.497502,0.48,0.01,0.216,1.327516,20.58
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed55,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,55,-23.522724,0.7557174827309202,1,0.481701,0.42,0.0,0.216,1.25,17.69
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed56,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,56,-24.135118,0.6317703303960704,1,0.460005,0.48,0.0,0.216,1.229062,20.49
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed57,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,57,-23.480124,0.7643396258111343,1,0.499643,0.4,0.01,0.216,1.153982,17.7
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed58,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,58,-23.7866,0.7023095806784656,1,0.504754,0.46,0.0,0.216,1.234176,20.92
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed59,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,59,-23.150948,0.8309640992987528,1,0.503977,0.31,0.0,0.216,1.332172,17.8
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed60,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,60,-23.110643,0.8391217396003497,1,0.556669,0.32,0.01,0.216,1.228251,20.91
runs/stageB_completion_bridge_32seed/a0p1_c0p1_seed61,0.1,0.1,enabled_anchor,highest 8-seed P=1 point,61,-23.002699,0.8609693596156226,1,0.486689,0.43,0.0,0.208,1.093283,20.81
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed30,0.1,0.9,boundary_proxy,closest current point to 0.5,30,-23.944731,0.6703042260442558,1,0.619023,0.25,0.0,0.016,0.151606,20.27
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed31,0.1,0.9,boundary_proxy,closest current point to 0.5,31,-27.72209,-0.09422464163964887,0,0.804502,0.14,0.0,0.016,0.161695,18.11
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed32,0.1,0.9,boundary_proxy,closest current point to 0.5,32,-24.223967,0.6137874949375273,1,0.54975,0.34,0.0,0.016,0.142159,20.27
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed33,0.1,0.9,boundary_proxy,closest current point to 0.5,33,-23.532618,0.7537149596408819,1,0.589303,0.3,0.0,0.016,0.141689,18.04
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed34,0.1,0.9,boundary_proxy,closest current point to 0.5,34,-25.212467,0.4137173438860807,0,0.652255,0.32,0.0,0.016,0.164,20.42
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed35,0.1,0.9,boundary_proxy,closest current point to 0.5,35,-23.902256,0.6789010694088589,1,0.55366,0.41,0.0,0.016,0.126607,20.42
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed36,0.1,0.9,boundary_proxy,closest current point to 0.5,36,-32.409142,-1.0428733028697785,0,1.192338,0.08,0.0,0.016,0.163137,18.09
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed37,0.1,0.9,boundary_proxy,closest current point to 0.5,37,-25.913231,0.27188430460290874,0,0.673988,0.2,0.0,0.016,0.187279,20.08
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed38,0.1,0.9,boundary_proxy,closest current point to 0.5,38,-23.273373,0.8061855578293818,1,0.64013,0.24,0.01,0.016,0.149151,17.6
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed39,0.1,0.9,boundary_proxy,closest current point to 0.5,39,-24.149,0.6289606451791795,1,0.589463,0.36,0.0,0.016,0.135343,20.51
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed40,0.1,0.9,boundary_proxy,closest current point to 0.5,40,-25.021845,0.4522988029996154,0,0.628209,0.24,0.01,0.016,0.141327,17.82
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed41,0.1,0.9,boundary_proxy,closest current point to 0.5,41,-25.025774,0.45150358233853194,0,0.613622,0.28,0.0,0.016,0.178446,20.65
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed42,0.1,0.9,boundary_proxy,closest current point to 0.5,42,-24.203749,0.6178795721393059,1,0.645069,0.28,0.01,0.016,0.177154,18.2
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed43,0.1,0.9,boundary_proxy,closest current point to 0.5,43,-26.446947,0.16386140046676914,0,0.757128,0.17,0.0,0.016,0.186333,20.99
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed44,0.1,0.9,boundary_proxy,closest current point to 0.5,44,-24.864721,0.4841003431248631,0,0.530256,0.3,0.0,0.016,0.165763,17.84
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed45,0.1,0.9,boundary_proxy,closest current point to 0.5,45,-24.648333,0.5278967820178525,1,0.654913,0.18,0.0,0.016,0.150693,20.67
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed46,0.1,0.9,boundary_proxy,closest current point to 0.5,46,-25.197199,0.41680755234966527,0,0.590858,0.27,0.0,0.016,0.142089,18.24
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed47,0.1,0.9,boundary_proxy,closest current point to 0.5,47,-23.416088,0.7773003665220405,1,0.514665,0.37,0.02,0.016,0.178181,21.41
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed48,0.1,0.9,boundary_proxy,closest current point to 0.5,48,-27.341753,-0.017245298149052974,0,0.708215,0.17,0.0,0.016,0.165157,19.92
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed49,0.1,0.9,boundary_proxy,closest current point to 0.5,49,-23.562109,0.74774604833622,1,0.582297,0.32,0.0,0.016,0.172867,18.36
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed50,0.1,0.9,boundary_proxy,closest current point to 0.5,50,-24.391348,0.5799099613481064,1,0.536626,0.34,0.0,0.016,0.153741,20.94
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed51,0.1,0.9,boundary_proxy,closest current point to 0.5,51,-28.214924,-0.19397312198693073,0,0.806898,0.12,0.0,0.016,0.176118,17.81
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed52,0.1,0.9,boundary_proxy,closest current point to 0.5,52,-28.750345,-0.3023411142440033,0,0.879784,0.19,0.0,0.016,0.166861,20.4
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed53,0.1,0.9,boundary_proxy,closest current point to 0.5,53,-22.708124,0.920590669424403,1,0.50311,0.33,0.0,0.016,0.122436,17.74
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed54,0.1,0.9,boundary_proxy,closest current point to 0.5,54,-23.681038,0.723675089313056,1,0.574687,0.37,0.01,0.016,0.139852,21.02
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed55,0.1,0.9,boundary_proxy,closest current point to 0.5,55,-24.221968,0.6141920879895773,1,0.520218,0.41,0.01,0.016,0.195682,18.01
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed56,0.1,0.9,boundary_proxy,closest current point to 0.5,56,-22.133615,1.036869983951885,1,0.52387,0.35,0.0,0.016,0.173766,21.02
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed57,0.1,0.9,boundary_proxy,closest current point to 0.5,57,-24.382931,0.581613542998486,1,0.644147,0.24,0.0,0.016,0.140413,20.51
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed58,0.1,0.9,boundary_proxy,closest current point to 0.5,58,-24.45697,0.5666282178455292,1,0.534869,0.36,0.01,0.016,0.164709,18.04
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed59,0.1,0.9,boundary_proxy,closest current point to 0.5,59,-24.054464,0.6480945164991592,1,0.558364,0.3,0.01,0.016,0.219312,20.81
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed60,0.1,0.9,boundary_proxy,closest current point to 0.5,60,-28.745842,-0.3014297172888343,0,0.863865,0.19,0.0,0.016,0.176994,17.83
runs/stageB_completion_bridge_32seed/a0p1_c0p9_seed61,0.1,0.9,boundary_proxy,closest current point to 0.5,61,-23.623302,0.7353607243571699,1,0.567571,0.43,0.0,0.016,0.136255,20.88
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed30,0.1,1.0,edge_max,top of physical c_upd domain,30,-23.05382,0.8506225855216405,1,0.51229,0.41,0.0,0.016,0.149121,18.08
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed31,0.1,1.0,edge_max,top of physical c_upd domain,31,-27.128714,0.025873310763288387,0,0.699263,0.23,0.01,0.016,0.165017,20.27
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed32,0.1,1.0,edge_max,top of physical c_upd domain,32,-23.593374,0.7414180834676073,1,0.524883,0.37,0.0,0.016,0.13896,18.09
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed33,0.1,1.0,edge_max,top of physical c_upd domain,33,-24.19607,0.6194337842687181,1,0.593483,0.3,0.0,0.016,0.139951,20.51
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed34,0.1,1.0,edge_max,top of physical c_upd domain,34,-25.396563,0.37645673232516313,0,0.66902,0.22,0.0,0.016,0.162613,18.23
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed35,0.1,1.0,edge_max,top of physical c_upd domain,35,-24.706385,0.5161471892926744,1,0.609764,0.26,0.01,0.016,0.128902,20.23
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed36,0.1,1.0,edge_max,top of physical c_upd domain,36,-28.694365,-0.2910108896047928,0,0.952159,0.11,0.0,0.016,0.166851,20.39
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed37,0.1,1.0,edge_max,top of physical c_upd domain,37,-24.113554,0.6361348349355473,1,0.514035,0.43,0.0,0.016,0.181287,18.08
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed38,0.1,1.0,edge_max,top of physical c_upd domain,38,-23.329874,0.7947498839755043,1,0.608968,0.21,0.0,0.016,0.150936,17.78
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed39,0.1,1.0,edge_max,top of physical c_upd domain,39,-24.197058,0.6192338153165292,1,0.541489,0.28,0.0,0.016,0.134592,20.85
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed40,0.1,1.0,edge_max,top of physical c_upd domain,40,-24.60751,0.5361592643409411,1,0.572828,0.3,0.01,0.016,0.143336,17.73
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed41,0.1,1.0,edge_max,top of physical c_upd domain,41,-24.762407,0.5048084639490185,1,0.556726,0.27,0.0,0.016,0.177927,21.05
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed42,0.1,1.0,edge_max,top of physical c_upd domain,42,-24.066025,0.6457545964017328,1,0.63537,0.29,0.0,0.016,0.178054,20.48
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed43,0.1,1.0,edge_max,top of physical c_upd domain,43,-26.559242,0.1411331479505101,0,0.776663,0.12,0.0,0.016,0.186982,17.95
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed44,0.1,1.0,edge_max,top of physical c_upd domain,44,-24.683821,0.52071409155704,1,0.56973,0.3,0.0,0.016,0.164479,20.71
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed45,0.1,1.0,edge_max,top of physical c_upd domain,45,-24.85363,0.48634513629159215,0,0.604388,0.25,0.0,0.016,0.152271,17.76
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed46,0.1,1.0,edge_max,top of physical c_upd domain,46,-25.440786,0.3675060977374566,0,0.591131,0.32,0.0,0.016,0.142147,20.85
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed47,0.1,1.0,edge_max,top of physical c_upd domain,47,-23.610151,0.7380224568371676,1,0.5107,0.43,0.0,0.016,0.176329,18.06
runs/stageB_completion_bridge_32seed/a0p1_c1p0_seed48,0.1,1.0,edge_max,top of physical c_upd domain,48,-27.500282,-0.04933120707776748,0,0.744227,0.21,0.0,0.016,0.170174,20.87
